"Sequence number"	"Sequence ID"	"Functionality"	"V-GENE and allele"	"V-REGION Nb of positions including IMGT gaps (AA)"	"V-REGION Nb of AA"	"V-REGION Nb of identical AA"	"V-REGION Nb of AA changes"	"V-REGION +++"	"V-REGION ++-"	"V-REGION +-+"	"V-REGION +--"	"V-REGION -+-"	"V-REGION --+"	"V-REGION ---"	"V-REGION Very similar"	"V-REGION Similar"	"V-REGION Dissimilar"	"V-REGION Very dissimilar"	"FR1-IMGT Nb of positions including IMGT gaps (AA)"	"FR1-IMGT Nb of AA"	"FR1-IMGT Nb of identical AA"	"FR1-IMGT Nb of AA changes"	"FR1-IMGT +++"	"FR1-IMGT ++-"	"FR1-IMGT +-+"	"FR1-IMGT +--"	"FR1-IMGT -+-"	"FR1-IMGT --+"	"FR1-IMGT ---"	"FR1-IMGT Very similar"	"FR1-IMGT Similar"	"FR1-IMGT Dissimilar"	"FR1-IMGT Very dissimilar"	"CDR1-IMGT Nb of positions including IMGT gaps (AA)"	"CDR1-IMGT Nb of AA"	"CDR1-IMGT Nb of identical AA"	"CDR1-IMGT Nb of AA changes"	"CDR1-IMGT +++"	"CDR1-IMGT ++-"	"CDR1-IMGT +-+"	"CDR1-IMGT +--"	"CDR1-IMGT -+-"	"CDR1-IMGT --+"	"CDR1-IMGT ---"	"CDR1-IMGT Very similar"	"CDR1-IMGT Similar"	"CDR1-IMGT Dissimilar"	"CDR1-IMGT Very dissimilar"	"FR2-IMGT Nb of positions including IMGT gaps (AA)"	"FR2-IMGT Nb of AA"	"FR2-IMGT Nb of identical AA"	"FR2-IMGT Nb of AA changes"	"FR2-IMGT +++"	"FR2-IMGT ++-"	"FR2-IMGT +-+"	"FR2-IMGT +--"	"FR2-IMGT -+-"	"FR2-IMGT --+"	"FR2-IMGT ---"	"FR2-IMGT Very similar"	"FR2-IMGT Similar"	"FR2-IMGT Dissimilar"	"FR2-IMGT Very dissimilar"	"CDR2-IMGT Nb of positions including IMGT gaps (AA)"	"CDR2-IMGT Nb of AA"	"CDR2-IMGT Nb of identical AA"	"CDR2-IMGT Nb of AA changes"	"CDR2-IMGT +++"	"CDR2-IMGT ++-"	"CDR2-IMGT +-+"	"CDR2-IMGT +--"	"CDR2-IMGT -+-"	"CDR2-IMGT --+"	"CDR2-IMGT ---"	"CDR2-IMGT Very similar"	"CDR2-IMGT Similar"	"CDR2-IMGT Dissimilar"	"CDR2-IMGT Very dissimilar"	"FR3-IMGT Nb of positions including IMGT gaps (AA)"	"FR3-IMGT Nb of AA"	"FR3-IMGT Nb of identical AA"	"FR3-IMGT Nb of AA changes"	"FR3-IMGT +++"	"FR3-IMGT ++-"	"FR3-IMGT +-+"	"FR3-IMGT +--"	"FR3-IMGT -+-"	"FR3-IMGT --+"	"FR3-IMGT ---"	"FR3-IMGT Very similar"	"FR3-IMGT Similar"	"FR3-IMGT Dissimilar"	"FR3-IMGT Very dissimilar"	"CDR3-IMGT Nb of positions including IMGT gaps (AA)"	"CDR3-IMGT Nb of AA"	"CDR3-IMGT Nb of identical AA"	"CDR3-IMGT Nb of AA changes"	"CDR3-IMGT +++"	"CDR3-IMGT ++-"	"CDR3-IMGT +-+"	"CDR3-IMGT +--"	"CDR3-IMGT -+-"	"CDR3-IMGT --+"	"CDR3-IMGT ---"	"CDR3-IMGT Very similar"	"CDR3-IMGT Similar"	"CDR3-IMGT Dissimilar"	"CDR3-IMGT Very dissimilar"	""
232	">161_@M02381:18:000000000-A6UW9:1:1101:15488:2298"	"productive"	"Homsap TRBV4-1*01 F"	"107 (82)"	"64 (65)"	"64"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"29 (4)"	"3 (4)"	"3"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
233	">162_@M02381:18:000000000-A6UW9:1:1101:17604:2299"	"productive"	"Homsap TRBV11-2*01 F"	"108"	"66"	"65"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	16	1	0	0	0	1	0	0	0	0	0	1	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"4"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
234	">163_@M02381:18:000000000-A6UW9:1:1101:16641:2300"	"productive"	"Homsap TRBV5-4*01 F, or Homsap TRBV5-4*03 (F)"	"108"	"65"	"64"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	1	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"4"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
235	">166_@M02381:18:000000000-A6UW9:1:1101:20587:2310"	"unproductive"	"Homsap TRBV23-1*01 ORF"	"106 (82)"	"64 (66)"	"63"	"1 (3)"	"0"	"0 (2)"	"0"	"0"	"1"	"0"	"0"	"0"	"0 (2)+0"	"1"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	0	1	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"28 (4)"	"2 (4)"	"2"	"0 (2)"	"0"	"0 (2)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (2)+0"	"0"	"0"	NA
236	">167_@M02381:18:000000000-A6UW9:1:1101:13260:2314"	"productive"	"Homsap TRBV29-1*01 F"	"105 (81)"	"64 (66)"	"63"	"1 (3)"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"1 (2)"	"0"	"0"	"0 (1)+0+0"	"1 (2)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	0	0	1	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	7	7	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"27 (3)"	"1 (3)"	"1"	"0 (2)"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0 (1)"	"0"	"0"	"0 (1)+0+0"	"0 (1)"	NA
237	">168_@M02381:18:000000000-A6UW9:1:1101:17155:2318"	"productive"	"Homsap TRBV5-1*01 F"	"107 (82)"	"64 (65)"	"64"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"29 (4)"	"3 (4)"	"3"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
238	">169_@M02381:18:000000000-A6UW9:1:1101:14555:2320"	"productive"	"Homsap TRBV19*01 F"	"106 (82)"	"63 (65)"	"62"	"1 (3)"	"0"	"0"	"0"	"0"	"0"	"0"	"1 (3)"	"0"	"0"	"0"	"1 (3)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"37"	"36"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	0	0	1	"28 (4)"	"2 (4)"	"2"	"0 (2)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (2)"	"0"	"0"	"0"	"0 (2)"	NA
239	">171_@M02381:18:000000000-A6UW9:1:1101:17284:2328"	"productive"	"Homsap TRBV10-3*01 F, or Homsap TRBV10-3*02 F"	"105 (82)"	"62 (65)"	"61"	"1 (4)"	"0"	"0"	"0"	"1"	"0"	"0"	"0 (3)"	"0"	"0"	"1"	"0 (3)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	16	1	0	0	0	1	0	0	0	0	0	1	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"27 (4)"	"1 (4)"	"1"	"0 (3)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (3)"	"0"	"0"	"0"	"0 (3)"	NA
240	">172_@M02381:18:000000000-A6UW9:1:1101:20866:2332"	"productive"	"Homsap TRBV29-1*01 F"	"106 (81)"	"65 (66)"	"64"	"1 (2)"	"0"	"0"	"0"	"0"	"0"	"0"	"1 (2)"	"0"	"0"	"0"	"1 (2)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	0	0	1	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	7	7	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"28 (3)"	"2 (3)"	"2"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
241	">173_@M02381:18:000000000-A6UW9:1:1101:13161:2334"	"productive"	"Homsap TRBV11-1*01 F"	"107 (82)"	"65 (66)"	"62"	"3 (4)"	"0"	"0"	"0"	"2 (3)"	"0"	"0"	"1"	"0"	"0"	"2 (3)+0+0"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"38"	"35"	"3"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	0	2	1	"29 (4)"	"3 (4)"	"3"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0 (1)+0+0"	"0"	NA
242	">174_@M02381:18:000000000-A6UW9:1:1101:13890:2335"	"productive"	"Homsap TRBV20-1*01 F, or Homsap TRBV20-1*02 F"	"107"	"66"	"66"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	7	7	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"3"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
243	">175_@M02381:18:000000000-A6UW9:1:1101:10524:2337"	"productive"	"Homsap TRBV6-2*01 F, or Homsap TRBV6-3*01 F"	"106 (82)"	"63 (65)"	"63"	"0 (2)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (2)"	"0"	"0"	"0"	"0 (2)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"28 (4)"	"2 (4)"	"2"	"0 (2)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (2)"	"0"	"0"	"0"	"0 (2)"	NA
244	">176_@M02381:18:000000000-A6UW9:1:1101:15839:2345"	"productive"	"Homsap TRBV4-1*01 F"	"107 (82)"	"64 (65)"	"64"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"29 (4)"	"3 (4)"	"3"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
245	">177_@M02381:18:000000000-A6UW9:1:1101:13314:2348"	"productive"	"Homsap TRBV7-9*01 F, or Homsap TRBV7-9*02 (F) or Homsap TRBV7-9*03 F"	"108"	"66"	"65"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	0	0	1	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"4"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
246	">178_@M02381:18:000000000-A6UW9:1:1101:13439:2355"	"productive"	"Homsap TRBV5-1*01 F"	"108"	"65"	"65"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"4"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
247	">179_@M02381:18:000000000-A6UW9:1:1101:18874:2361"	"productive"	"Homsap TRBV5-4*01 F, or Homsap TRBV5-4*03 (F)"	"108"	"65"	"64"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	1	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"4"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
248	">180_@M02381:18:000000000-A6UW9:1:1101:18938:2376"	"productive"	"Homsap TRBV12-3*01 F"	"106 (82)"	"64 (66)"	"62 (64)"	"2"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	0	1	0	17	17	16	1	0	0	1	0	0	0	0	0	1	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"28 (4)"	"2 (4)"	"2 (4)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
249	">181_@M02381:18:000000000-A6UW9:1:1101:17688:2379"	"productive"	"Homsap TRBV29-1*01 F"	"106 (81)"	"65 (66)"	"64"	"1 (2)"	"0"	"0"	"0"	"0"	"0"	"0"	"1 (2)"	"0"	"0"	"0"	"1 (2)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	0	0	1	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	7	7	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"28 (3)"	"2 (3)"	"2"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
250	">182_@M02381:18:000000000-A6UW9:1:1101:11736:2381"	"productive"	"Homsap TRBV4-2*01 F"	"107 (82)"	"64 (65)"	"64"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"29 (4)"	"3 (4)"	"3"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
251	">183_@M02381:18:000000000-A6UW9:1:1101:16892:2390"	"productive"	"Homsap TRBV11-2*01 F"	"106 (82)"	"64 (66)"	"63"	"1 (3)"	"0"	"0"	"0"	"1"	"0"	"0"	"0 (2)"	"0"	"0"	"1"	"0 (2)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	16	1	0	0	0	1	0	0	0	0	0	1	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"28 (4)"	"2 (4)"	"2"	"0 (2)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (2)"	"0"	"0"	"0"	"0 (2)"	NA
252	">184_@M02381:18:000000000-A6UW9:1:1101:19347:2390"	"productive"	"Homsap TRBV19*01 F"	"107 (82)"	"64 (65)"	"64 (65)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"29 (4)"	"3 (4)"	"3 (4)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
253	">185_@M02381:18:000000000-A6UW9:1:1101:18477:2396"	"productive"	"Homsap TRBV11-1*01 F"	"107 (82)"	"65 (66)"	"65"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0 (1)+0+0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"29 (4)"	"3 (4)"	"3"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0 (1)+0+0"	"0"	NA
254	">186_@M02381:18:000000000-A6UW9:1:1101:12402:2399"	"productive"	"Homsap TRBV4-1*01 F"	"107 (82)"	"64 (65)"	"64"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"29 (4)"	"3 (4)"	"3"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
255	">189_@M02381:18:000000000-A6UW9:1:1101:14087:2405"	"productive"	"Homsap TRBV6-5*01 F"	"106 (82)"	"63 (65)"	"62 (63)"	"1 (2)"	"0"	"0"	"0"	"1"	"0"	"0"	"0 (1)"	"0"	"0"	"1"	"0 (1)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	16	1	0	0	0	1	0	0	0	0	0	1	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"28 (4)"	"2 (4)"	"2 (3)"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
256	">190_@M02381:18:000000000-A6UW9:1:1101:19703:2406"	"productive"	"Homsap TRBV4-2*01 F"	"108"	"65"	"65"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"4"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
257	">191_@M02381:18:000000000-A6UW9:1:1101:17637:2409"	"productive"	"Homsap TRBV13*01 F"	"107 (82)"	"64 (65)"	"64 (65)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"29 (4)"	"3 (4)"	"3 (4)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
258	">192_@M02381:18:000000000-A6UW9:1:1101:17360:2410"	"productive"	"Homsap TRBV29-1*01 F"	"106 (81)"	"65 (66)"	"64"	"1 (2)"	"0"	"0"	"0"	"0"	"0"	"0"	"1 (2)"	"0"	"0"	"0"	"1 (2)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	0	0	1	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	7	7	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"28 (3)"	"2 (3)"	"2"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
259	">193_@M02381:18:000000000-A6UW9:1:1101:15386:2414"	"productive"	"Homsap TRBV10-3*04 [F]"	"104"	"61"	"61"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
